Status=1,,,,,,,,,,,,
13-Mar,42.242,-73.527,1,42.38,-73.384,1,42.426,-73.343,1,,,
14-Mar,42.38,-73.384,2,42.364,-73.384,1,42.61,-73.301,1,42.364,-73.384,1
